Year,Month,City1,City2,PaxToCity2,PaxFromCity2,Sector,Passengers,Airline
2024,6,AHMEDABAD,BHOPAL,3759,3956,AHMEDABAD-BHOPAL,7715,All
2024,7,AHMEDABAD,BHOPAL,3558,3885,AHMEDABAD-BHOPAL,7443,All
2024,8,AHMEDABAD,BHOPAL,3850,4180,AHMEDABAD-BHOPAL,8030,All
2024,9,AHMEDABAD,BHOPAL,3812,3860,AHMEDABAD-BHOPAL,7672,All
2024,10,AHMEDABAD,BHOPAL,3964,3397,AHMEDABAD-BHOPAL,7361,All
2024,11,AHMEDABAD,BHOPAL,3832,4371,AHMEDABAD-BHOPAL,8203,All
2024,12,AHMEDABAD,BHOPAL,4146,4515,AHMEDABAD-BHOPAL,8661,All
2025,1,AHMEDABAD,BHOPAL,4251,4182,AHMEDABAD-BHOPAL,8433,All
2025,2,AHMEDABAD,BHOPAL,4041,4016,AHMEDABAD-BHOPAL,8057,All
2025,3,AHMEDABAD,BHOPAL,4069,3920,AHMEDABAD-BHOPAL,7989,All
2024,1,AHMEDABAD,BHUBANESWAR,2427,2394,AHMEDABAD-BHUBANESWAR,4821,All
2024,2,AHMEDABAD,BHUBANESWAR,2013,1997,AHMEDABAD-BHUBANESWAR,4010,All
2024,3,AHMEDABAD,BHUBANESWAR,2212,2140,AHMEDABAD-BHUBANESWAR,4352,All
2024,4,AHMEDABAD,BHUBANESWAR,2221,2187,AHMEDABAD-BHUBANESWAR,4408,All
2024,6,AHMEDABAD,BHUBANESWAR,2024,1976,AHMEDABAD-BHUBANESWAR,4000,All
2024,7,AHMEDABAD,BHUBANESWAR,2225,2269,AHMEDABAD-BHUBANESWAR,4494,All
2024,8,AHMEDABAD,BHUBANESWAR,2046,2021,AHMEDABAD-BHUBANESWAR,4067,All
2024,9,AHMEDABAD,BHUBANESWAR,3587,3406,AHMEDABAD-BHUBANESWAR,6993,All
2024,10,AHMEDABAD,BHUBANESWAR,5105,4594,AHMEDABAD-BHUBANESWAR,9699,All
2024,11,AHMEDABAD,BHUBANESWAR,5233,5343,AHMEDABAD-BHUBANESWAR,10576,All
2024,12,AHMEDABAD,BHUBANESWAR,5737,5691,AHMEDABAD-BHUBANESWAR,11428,All
2025,1,AHMEDABAD,BHUBANESWAR,5963,5868,AHMEDABAD-BHUBANESWAR,11831,All
2025,2,AHMEDABAD,BHUBANESWAR,5040,5015,AHMEDABAD-BHUBANESWAR,10055,All
2025,3,AHMEDABAD,BHUBANESWAR,6226,6047,AHMEDABAD-BHUBANESWAR,12273,All
2024,1,AHMEDABAD,BHUJ,1331,1398,AHMEDABAD-BHUJ,2729,All
2024,2,AHMEDABAD,BHUJ,1268,1327,AHMEDABAD-BHUJ,2595,All
2024,3,AHMEDABAD,BHUJ,1004,964,AHMEDABAD-BHUJ,1968,All
2024,4,AHMEDABAD,BHUJ,952,883,AHMEDABAD-BHUJ,1835,All
2024,6,AHMEDABAD,BHUJ,903,848,AHMEDABAD-BHUJ,1751,All
2024,7,AHMEDABAD,BHUJ,896,811,AHMEDABAD-BHUJ,1707,All
2024,8,AHMEDABAD,BHUJ,1132,967,AHMEDABAD-BHUJ,2099,All
2024,9,AHMEDABAD,BHUJ,1124,971,AHMEDABAD-BHUJ,2095,All
2024,10,AHMEDABAD,BHUJ,1164,1254,AHMEDABAD-BHUJ,2418,All
2024,11,AHMEDABAD,BHUJ,1564,1237,AHMEDABAD-BHUJ,2801,All
2024,12,AHMEDABAD,BHUJ,1850,1718,AHMEDABAD-BHUJ,3568,All
2025,1,AHMEDABAD,BHUJ,1797,1709,AHMEDABAD-BHUJ,3506,All
2025,2,AHMEDABAD,BHUJ,1633,1557,AHMEDABAD-BHUJ,3190,All
2025,3,AHMEDABAD,BHUJ,1336,1247,AHMEDABAD-BHUJ,2583,All
2024,1,AHMEDABAD,CHANDIGARH,4716,4535,AHMEDABAD-CHANDIGARH,9251,All
2024,2,AHMEDABAD,CHANDIGARH,7206,6218,AHMEDABAD-CHANDIGARH,13424,All
2024,3,AHMEDABAD,CHANDIGARH,7495,6812,AHMEDABAD-CHANDIGARH,14307,All
2024,4,AHMEDABAD,CHANDIGARH,9413,8341,AHMEDABAD-CHANDIGARH,17754,All
2024,6,AHMEDABAD,CHANDIGARH,8825,8727,AHMEDABAD-CHANDIGARH,17552,All
2024,7,AHMEDABAD,CHANDIGARH,7544,7526,AHMEDABAD-CHANDIGARH,15070,All
2024,8,AHMEDABAD,CHANDIGARH,7565,7014,AHMEDABAD-CHANDIGARH,14579,All
2024,9,AHMEDABAD,CHANDIGARH,7343,6640,AHMEDABAD-CHANDIGARH,13983,All
2024,10,AHMEDABAD,CHANDIGARH,9451,7397,AHMEDABAD-CHANDIGARH,16848,All
2024,11,AHMEDABAD,CHANDIGARH,10042,10206,AHMEDABAD-CHANDIGARH,20248,All
2024,12,AHMEDABAD,CHANDIGARH,10765,11237,AHMEDABAD-CHANDIGARH,22002,All
2025,1,AHMEDABAD,CHANDIGARH,9639,9555,AHMEDABAD-CHANDIGARH,19194,All
2025,2,AHMEDABAD,CHANDIGARH,10048,9458,AHMEDABAD-CHANDIGARH,19506,All
2025,3,AHMEDABAD,CHANDIGARH,11517,10949,AHMEDABAD-CHANDIGARH,22466,All
2024,1,AHMEDABAD,CHENNAI,19301,19523,AHMEDABAD-CHENNAI,38824,All
2024,2,AHMEDABAD,CHENNAI,19138,18379,AHMEDABAD-CHENNAI,37517,All
2024,3,AHMEDABAD,CHENNAI,20987,20958,AHMEDABAD-CHENNAI,41945,All
2024,4,AHMEDABAD,CHENNAI,16678,18270,AHMEDABAD-CHENNAI,34948,All
2024,6,AHMEDABAD,CHENNAI,16908,16540,AHMEDABAD-CHENNAI,33448,All
2024,7,AHMEDABAD,CHENNAI,18631,17979,AHMEDABAD-CHENNAI,36610,All
2024,8,AHMEDABAD,CHENNAI,17553,18102,AHMEDABAD-CHENNAI,35655,All
2024,9,AHMEDABAD,CHENNAI,16814,17855,AHMEDABAD-CHENNAI,34669,All
2024,10,AHMEDABAD,CHENNAI,20446,20260,AHMEDABAD-CHENNAI,40706,All
2024,11,AHMEDABAD,CHENNAI,17826,18682,AHMEDABAD-CHENNAI,36508,All
2024,12,AHMEDABAD,CHENNAI,22229,21912,AHMEDABAD-CHENNAI,44141,All
2025,1,AHMEDABAD,CHENNAI,21698,20800,AHMEDABAD-CHENNAI,42498,All
2025,2,AHMEDABAD,CHENNAI,18714,18500,AHMEDABAD-CHENNAI,37214,All
2025,3,AHMEDABAD,CHENNAI,17867,18125,AHMEDABAD-CHENNAI,35992,All
2024,1,AHMEDABAD,COIMBATORE,954,771,AHMEDABAD-COIMBATORE,1725,All
2024,2,AHMEDABAD,COIMBATORE,1200,813,AHMEDABAD-COIMBATORE,2013,All
2024,3,AHMEDABAD,COIMBATORE,1430,877,AHMEDABAD-COIMBATORE,2307,All
2024,4,AHMEDABAD,COIMBATORE,535,373,AHMEDABAD-COIMBATORE,908,All
2024,6,AHMEDABAD,COIMBATORE,837,605,AHMEDABAD-COIMBATORE,1442,All
2024,7,AHMEDABAD,COIMBATORE,541,427,AHMEDABAD-COIMBATORE,968,All
2024,8,AHMEDABAD,COIMBATORE,676,372,AHMEDABAD-COIMBATORE,1048,All
2024,9,AHMEDABAD,COIMBATORE,640,357,AHMEDABAD-COIMBATORE,997,All
2024,10,AHMEDABAD,COIMBATORE,963,680,AHMEDABAD-COIMBATORE,1643,All
2024,11,AHMEDABAD,COIMBATORE,1552,1162,AHMEDABAD-COIMBATORE,2714,All
2024,12,AHMEDABAD,COIMBATORE,1936,1618,AHMEDABAD-COIMBATORE,3554,All
2025,3,AHMEDABAD,COIMBATORE,1280,1196,AHMEDABAD-COIMBATORE,2476,All
2024,1,AHMEDABAD,DABOLIM,11304,10906,AHMEDABAD-DABOLIM,22210,All
2024,2,AHMEDABAD,DABOLIM,10678,10445,AHMEDABAD-DABOLIM,21123,All
2024,3,AHMEDABAD,DABOLIM,11183,10849,AHMEDABAD-DABOLIM,22032,All
2024,4,AHMEDABAD,DABOLIM,13049,14431,AHMEDABAD-DABOLIM,27480,All
2024,6,AHMEDABAD,DABOLIM,14820,15203,AHMEDABAD-DABOLIM,30023,All
2024,7,AHMEDABAD,DABOLIM,13596,13121,AHMEDABAD-DABOLIM,26717,All
2024,8,AHMEDABAD,DABOLIM,15159,13383,AHMEDABAD-DABOLIM,28542,All
2024,9,AHMEDABAD,DABOLIM,19989,18881,AHMEDABAD-DABOLIM,38870,All
2024,10,AHMEDABAD,DABOLIM,18371,19358,AHMEDABAD-DABOLIM,37729,All
2024,11,AHMEDABAD,DABOLIM,21191,20480,AHMEDABAD-DABOLIM,41671,All
2024,12,AHMEDABAD,DABOLIM,21814,20728,AHMEDABAD-DABOLIM,42542,All
2025,1,AHMEDABAD,DABOLIM,15798,15980,AHMEDABAD-DABOLIM,31778,All
2025,2,AHMEDABAD,DABOLIM,10001,9609,AHMEDABAD-DABOLIM,19610,All
2025,3,AHMEDABAD,DABOLIM,10692,10679,AHMEDABAD-DABOLIM,21371,All
2024,1,AHMEDABAD,DELHI,103380,101995,AHMEDABAD-DELHI,205375,All
2024,2,AHMEDABAD,DELHI,100290,96690,AHMEDABAD-DELHI,196980,All
2024,3,AHMEDABAD,DELHI,103625,100916,AHMEDABAD-DELHI,204541,All
2024,4,AHMEDABAD,DELHI,99232,89403,AHMEDABAD-DELHI,188635,All
2024,6,AHMEDABAD,DELHI,88880,107715,AHMEDABAD-DELHI,196595,All
2024,7,AHMEDABAD,DELHI,100492,105290,AHMEDABAD-DELHI,205782,All
2024,8,AHMEDABAD,DELHI,108574,109233,AHMEDABAD-DELHI,217807,All
2024,9,AHMEDABAD,DELHI,107966,108505,AHMEDABAD-DELHI,216471,All
2024,10,AHMEDABAD,DELHI,114835,102872,AHMEDABAD-DELHI,217707,All
2024,11,AHMEDABAD,DELHI,100450,110857,AHMEDABAD-DELHI,211307,All
2024,12,AHMEDABAD,DELHI,103569,116025,AHMEDABAD-DELHI,219594,All
2025,1,AHMEDABAD,DELHI,114735,114058,AHMEDABAD-DELHI,228793,All
2025,2,AHMEDABAD,DELHI,108007,103177,AHMEDABAD-DELHI,211184,All
2025,3,AHMEDABAD,DELHI,109326,105085,AHMEDABAD-DELHI,214411,All
2024,12,AHMEDABAD,DIMAPUR,177,98,AHMEDABAD-DIMAPUR,275,All
2025,3,AHMEDABAD,DIMAPUR,132,84,AHMEDABAD-DIMAPUR,216,All
2024,1,AHMEDABAD,DIU,1576,1687,AHMEDABAD-DIU,3263,All
2024,2,AHMEDABAD,DIU,1306,1320,AHMEDABAD-DIU,2626,All
2024,3,AHMEDABAD,DIU,1667,1903,AHMEDABAD-DIU,3570,All
2024,4,AHMEDABAD,DIU,1231,1252,AHMEDABAD-DIU,2483,All
2024,6,AHMEDABAD,DIU,1430,1302,AHMEDABAD-DIU,2732,All
2024,7,AHMEDABAD,DIU,735,579,AHMEDABAD-DIU,1314,All
2024,8,AHMEDABAD,DIU,1713,1378,AHMEDABAD-DIU,3091,All
2024,9,AHMEDABAD,DIU,1542,1402,AHMEDABAD-DIU,2944,All
2024,10,AHMEDABAD,DIU,1840,1775,AHMEDABAD-DIU,3615,All
2024,11,AHMEDABAD,DIU,2027,1896,AHMEDABAD-DIU,3923,All
2024,12,AHMEDABAD,DIU,2051,1824,AHMEDABAD-DIU,3875,All
2025,1,AHMEDABAD,DIU,2087,2144,AHMEDABAD-DIU,4231,All
2025,2,AHMEDABAD,DIU,1828,1865,AHMEDABAD-DIU,3693,All
2025,3,AHMEDABAD,DIU,2082,2121,AHMEDABAD-DIU,4203,All
2024,1,AHMEDABAD,DURGAPUR,292,253,AHMEDABAD-DURGAPUR,545,All
2024,2,AHMEDABAD,DURGAPUR,391,312,AHMEDABAD-DURGAPUR,703,All
2024,3,AHMEDABAD,DURGAPUR,269,211,AHMEDABAD-DURGAPUR,480,All
2024,6,AHMEDABAD,DURGAPUR,131,158,AHMEDABAD-DURGAPUR,289,All
2024,7,AHMEDABAD,DURGAPUR,135,203,AHMEDABAD-DURGAPUR,338,All
2024,8,AHMEDABAD,DURGAPUR,123,112,AHMEDABAD-DURGAPUR,235,All
2024,9,AHMEDABAD,DURGAPUR,141,135,AHMEDABAD-DURGAPUR,276,All
2024,10,AHMEDABAD,DURGAPUR,183,279,AHMEDABAD-DURGAPUR,462,All
2024,11,AHMEDABAD,DURGAPUR,95,149,AHMEDABAD-DURGAPUR,244,All
2024,12,AHMEDABAD,DURGAPUR,99,181,AHMEDABAD-DURGAPUR,280,All
2025,3,AHMEDABAD,DURGAPUR,206,104,AHMEDABAD-DURGAPUR,310,All
2024,1,AHMEDABAD,DehraDun,5178,4070,AHMEDABAD-DehraDun,9248,All
2024,2,AHMEDABAD,DehraDun,4854,3795,AHMEDABAD-DehraDun,8649,All
2024,3,AHMEDABAD,DehraDun,5126,4165,AHMEDABAD-DehraDun,9291,All
2024,4,AHMEDABAD,DehraDun,5107,4141,AHMEDABAD-DehraDun,9248,All
2024,6,AHMEDABAD,DehraDun,5018,4517,AHMEDABAD-DehraDun,9535,All
2024,7,AHMEDABAD,DehraDun,4963,4019,AHMEDABAD-DehraDun,8982,All
2024,8,AHMEDABAD,DehraDun,5223,4047,AHMEDABAD-DehraDun,9270,All
2024,9,AHMEDABAD,DehraDun,5086,4218,AHMEDABAD-DehraDun,9304,All
2024,10,AHMEDABAD,DehraDun,4998,3859,AHMEDABAD-DehraDun,8857,All
2024,11,AHMEDABAD,DehraDun,5177,5163,AHMEDABAD-DehraDun,10340,All
2024,12,AHMEDABAD,DehraDun,5104,5026,AHMEDABAD-DehraDun,10130,All
2025,1,AHMEDABAD,DehraDun,5362,4628,AHMEDABAD-DehraDun,9990,All
2025,2,AHMEDABAD,DehraDun,4972,4171,AHMEDABAD-DehraDun,9143,All
2025,3,AHMEDABAD,DehraDun,5510,5144,AHMEDABAD-DehraDun,10654,All
2025,1,AHMEDABAD,GORAKHPUR,95,0,AHMEDABAD-GORAKHPUR,95,All
2024,2,AHMEDABAD,GUWAHATI,0,0,AHMEDABAD-GUWAHATI,0,All
2024,12,AHMEDABAD,GUWAHATI,3710,3501,AHMEDABAD-GUWAHATI,7211,All
2025,1,AHMEDABAD,GUWAHATI,5178,5061,AHMEDABAD-GUWAHATI,10239,All
2025,2,AHMEDABAD,GUWAHATI,4752,4484,AHMEDABAD-GUWAHATI,9236,All
2025,3,AHMEDABAD,GUWAHATI,5241,4850,AHMEDABAD-GUWAHATI,10091,All
2024,2,AHMEDABAD,GWALIOR,472,389,AHMEDABAD-GWALIOR,861,All
2024,3,AHMEDABAD,GWALIOR,581,463,AHMEDABAD-GWALIOR,1044,All
2024,4,AHMEDABAD,GWALIOR,692,627,AHMEDABAD-GWALIOR,1319,All
2024,6,AHMEDABAD,GWALIOR,281,455,AHMEDABAD-GWALIOR,736,All
2024,7,AHMEDABAD,GWALIOR,501,482,AHMEDABAD-GWALIOR,983,All
2024,8,AHMEDABAD,GWALIOR,104,64,AHMEDABAD-GWALIOR,168,All
2024,10,AHMEDABAD,GWALIOR,162,17,AHMEDABAD-GWALIOR,179,All
2024,11,AHMEDABAD,GWALIOR,603,707,AHMEDABAD-GWALIOR,1310,All
2024,12,AHMEDABAD,GWALIOR,787,828,AHMEDABAD-GWALIOR,1615,All
2025,1,AHMEDABAD,GWALIOR,363,325,AHMEDABAD-GWALIOR,688,All
2024,1,AHMEDABAD,Goa,14827,15679,AHMEDABAD-Goa,30506,All
2024,2,AHMEDABAD,Goa,8342,8151,AHMEDABAD-Goa,16493,All
2024,3,AHMEDABAD,Goa,11720,10955,AHMEDABAD-Goa,22675,All
2024,4,AHMEDABAD,Goa,11863,10808,AHMEDABAD-Goa,22671,All
2024,6,AHMEDABAD,Goa,13551,14090,AHMEDABAD-Goa,27641,All
2024,7,AHMEDABAD,Goa,12308,12751,AHMEDABAD-Goa,25059,All
2024,8,AHMEDABAD,Goa,12779,12541,AHMEDABAD-Goa,25320,All
2024,9,AHMEDABAD,Goa,4441,4237,AHMEDABAD-Goa,8678,All
2024,10,AHMEDABAD,Goa,4951,4701,AHMEDABAD-Goa,9652,All
2024,11,AHMEDABAD,Goa,11470,10899,AHMEDABAD-Goa,22369,All
2024,12,AHMEDABAD,Goa,10532,9254,AHMEDABAD-Goa,19786,All
2025,1,AHMEDABAD,Goa,16124,16496,AHMEDABAD-Goa,32620,All
2025,2,AHMEDABAD,Goa,15273,14690,AHMEDABAD-Goa,29963,All
2025,3,AHMEDABAD,Goa,19677,18238,AHMEDABAD-Goa,37915,All
2024,1,AHMEDABAD,HYDERABAD,17950,17622,AHMEDABAD-HYDERABAD,35572,All
2024,2,AHMEDABAD,HYDERABAD,17189,16486,AHMEDABAD-HYDERABAD,33675,All
2024,3,AHMEDABAD,HYDERABAD,18741,17985,AHMEDABAD-HYDERABAD,36726,All
2024,4,AHMEDABAD,HYDERABAD,16928,17751,AHMEDABAD-HYDERABAD,34679,All
2024,6,AHMEDABAD,HYDERABAD,17964,15920,AHMEDABAD-HYDERABAD,33884,All
2024,7,AHMEDABAD,HYDERABAD,18363,17816,AHMEDABAD-HYDERABAD,36179,All
2024,8,AHMEDABAD,HYDERABAD,19710,19178,AHMEDABAD-HYDERABAD,38888,All
2024,9,AHMEDABAD,HYDERABAD,17912,18374,AHMEDABAD-HYDERABAD,36286,All
2024,10,AHMEDABAD,HYDERABAD,24823,21027,AHMEDABAD-HYDERABAD,45850,All
2024,11,AHMEDABAD,HYDERABAD,23752,23251,AHMEDABAD-HYDERABAD,47003,All
2024,12,AHMEDABAD,HYDERABAD,25527,22805,AHMEDABAD-HYDERABAD,48332,All
2025,1,AHMEDABAD,HYDERABAD,27134,24046,AHMEDABAD-HYDERABAD,51180,All
2025,2,AHMEDABAD,HYDERABAD,24219,21570,AHMEDABAD-HYDERABAD,45789,All
2025,3,AHMEDABAD,HYDERABAD,26053,24094,AHMEDABAD-HYDERABAD,50147,All
2024,1,AHMEDABAD,INDORE,6507,6369,AHMEDABAD-INDORE,12876,All
2024,2,AHMEDABAD,INDORE,6040,5920,AHMEDABAD-INDORE,11960,All
2024,3,AHMEDABAD,INDORE,6271,6477,AHMEDABAD-INDORE,12748,All
2024,4,AHMEDABAD,INDORE,5410,5790,AHMEDABAD-INDORE,11200,All
2024,6,AHMEDABAD,INDORE,4771,5488,AHMEDABAD-INDORE,10259,All
2024,7,AHMEDABAD,INDORE,4850,5257,AHMEDABAD-INDORE,10107,All
2024,8,AHMEDABAD,INDORE,4849,5252,AHMEDABAD-INDORE,10101,All
2024,9,AHMEDABAD,INDORE,4949,5676,AHMEDABAD-INDORE,10625,All
2024,10,AHMEDABAD,INDORE,5661,5118,AHMEDABAD-INDORE,10779,All
2024,11,AHMEDABAD,INDORE,5838,6415,AHMEDABAD-INDORE,12253,All
2024,12,AHMEDABAD,INDORE,6173,6665,AHMEDABAD-INDORE,12838,All
2025,1,AHMEDABAD,INDORE,6755,6808,AHMEDABAD-INDORE,13563,All
2025,2,AHMEDABAD,INDORE,5598,5487,AHMEDABAD-INDORE,11085,All
2025,3,AHMEDABAD,INDORE,5715,5873,AHMEDABAD-INDORE,11588,All
2024,3,AHMEDABAD,JABALPUR,28,31,AHMEDABAD-JABALPUR,59,All
2024,4,AHMEDABAD,JABALPUR,9,15,AHMEDABAD-JABALPUR,24,All
2024,6,AHMEDABAD,JABALPUR,21,41,AHMEDABAD-JABALPUR,62,All
2024,7,AHMEDABAD,JABALPUR,11,12,AHMEDABAD-JABALPUR,23,All
2024,8,AHMEDABAD,JABALPUR,13,9,AHMEDABAD-JABALPUR,22,All
2024,1,AHMEDABAD,JAIPUR,8201,7890,AHMEDABAD-JAIPUR,16091,All
2024,2,AHMEDABAD,JAIPUR,9731,9078,AHMEDABAD-JAIPUR,18809,All
2024,3,AHMEDABAD,JAIPUR,9939,8984,AHMEDABAD-JAIPUR,18923,All
2024,4,AHMEDABAD,JAIPUR,8819,8232,AHMEDABAD-JAIPUR,17051,All
2024,6,AHMEDABAD,JAIPUR,7975,8429,AHMEDABAD-JAIPUR,16404,All
2024,7,AHMEDABAD,JAIPUR,8055,8381,AHMEDABAD-JAIPUR,16436,All
2024,8,AHMEDABAD,JAIPUR,7940,7742,AHMEDABAD-JAIPUR,15682,All
2024,9,AHMEDABAD,JAIPUR,7562,7866,AHMEDABAD-JAIPUR,15428,All
2024,10,AHMEDABAD,JAIPUR,8670,7744,AHMEDABAD-JAIPUR,16414,All
2024,11,AHMEDABAD,JAIPUR,9014,8987,AHMEDABAD-JAIPUR,18001,All
2024,12,AHMEDABAD,JAIPUR,11649,12302,AHMEDABAD-JAIPUR,23951,All
2025,1,AHMEDABAD,JAIPUR,13667,12850,AHMEDABAD-JAIPUR,26517,All
2025,2,AHMEDABAD,JAIPUR,12750,11049,AHMEDABAD-JAIPUR,23799,All
2025,3,AHMEDABAD,JAIPUR,11347,10927,AHMEDABAD-JAIPUR,22274,All
2024,1,AHMEDABAD,JAISALMER,1409,1911,AHMEDABAD-JAISALMER,3320,All
2024,2,AHMEDABAD,JAISALMER,1369,1805,AHMEDABAD-JAISALMER,3174,All
2024,3,AHMEDABAD,JAISALMER,387,619,AHMEDABAD-JAISALMER,1006,All
2025,2,AHMEDABAD,JAISALMER,37,0,AHMEDABAD-JAISALMER,37,All
2024,10,AHMEDABAD,JALGAON,84,8,AHMEDABAD-JALGAON,92,All
2024,11,AHMEDABAD,JALGAON,493,603,AHMEDABAD-JALGAON,1096,All
2024,12,AHMEDABAD,JALGAON,517,596,AHMEDABAD-JALGAON,1113,All
2025,1,AHMEDABAD,JALGAON,405,434,AHMEDABAD-JALGAON,839,All
2025,2,AHMEDABAD,JALGAON,446,443,AHMEDABAD-JALGAON,889,All
2025,3,AHMEDABAD,JALGAON,353,268,AHMEDABAD-JALGAON,621,All
2024,1,AHMEDABAD,JAMMU,2791,2802,AHMEDABAD-JAMMU,5593,All
2024,2,AHMEDABAD,JAMMU,2831,2298,AHMEDABAD-JAMMU,5129,All
2024,3,AHMEDABAD,JAMMU,2883,2770,AHMEDABAD-JAMMU,5653,All
2024,4,AHMEDABAD,JAMMU,2826,2055,AHMEDABAD-JAMMU,4881,All
2024,6,AHMEDABAD,JAMMU,2452,1938,AHMEDABAD-JAMMU,4390,All
2024,7,AHMEDABAD,JAMMU,2390,1737,AHMEDABAD-JAMMU,4127,All
2024,8,AHMEDABAD,JAMMU,2374,1563,AHMEDABAD-JAMMU,3937,All
2024,9,AHMEDABAD,JAMMU,2608,1583,AHMEDABAD-JAMMU,4191,All
2024,10,AHMEDABAD,JAMMU,2517,1219,AHMEDABAD-JAMMU,3736,All
2024,11,AHMEDABAD,JAMMU,2734,2849,AHMEDABAD-JAMMU,5583,All
2024,12,AHMEDABAD,JAMMU,2983,3106,AHMEDABAD-JAMMU,6089,All
2025,1,AHMEDABAD,JAMMU,2749,2721,AHMEDABAD-JAMMU,5470,All
2025,2,AHMEDABAD,JAMMU,2740,2374,AHMEDABAD-JAMMU,5114,All
2025,3,AHMEDABAD,JAMMU,4524,3995,AHMEDABAD-JAMMU,8519,All
2024,1,AHMEDABAD,JODHPUR,2178,2010,AHMEDABAD-JODHPUR,4188,All
2024,2,AHMEDABAD,JODHPUR,1997,1730,AHMEDABAD-JODHPUR,3727,All
2024,3,AHMEDABAD,JODHPUR,2077,1647,AHMEDABAD-JODHPUR,3724,All
2024,4,AHMEDABAD,JODHPUR,2076,1733,AHMEDABAD-JODHPUR,3809,All
2024,6,AHMEDABAD,JODHPUR,1838,1528,AHMEDABAD-JODHPUR,3366,All
2024,7,AHMEDABAD,JODHPUR,1966,1631,AHMEDABAD-JODHPUR,3597,All
2024,8,AHMEDABAD,JODHPUR,1978,1765,AHMEDABAD-JODHPUR,3743,All
2024,9,AHMEDABAD,JODHPUR,2091,1912,AHMEDABAD-JODHPUR,4003,All
2024,10,AHMEDABAD,JODHPUR,2138,1705,AHMEDABAD-JODHPUR,3843,All
2024,11,AHMEDABAD,JODHPUR,2032,2087,AHMEDABAD-JODHPUR,4119,All
2024,12,AHMEDABAD,JODHPUR,2089,2027,AHMEDABAD-JODHPUR,4116,All
2025,1,AHMEDABAD,JODHPUR,2143,2174,AHMEDABAD-JODHPUR,4317,All
2025,2,AHMEDABAD,JODHPUR,2093,1811,AHMEDABAD-JODHPUR,3904,All
2025,3,AHMEDABAD,JODHPUR,2015,1994,AHMEDABAD-JODHPUR,4009,All
2024,10,AHMEDABAD,KESHOD,99,70,AHMEDABAD-KESHOD,169,All
2024,11,AHMEDABAD,KESHOD,690,676,AHMEDABAD-KESHOD,1366,All
2024,12,AHMEDABAD,KESHOD,410,284,AHMEDABAD-KESHOD,694,All
2025,1,AHMEDABAD,KESHOD,441,332,AHMEDABAD-KESHOD,773,All
2025,2,AHMEDABAD,KESHOD,455,325,AHMEDABAD-KESHOD,780,All
2025,3,AHMEDABAD,KESHOD,378,180,AHMEDABAD-KESHOD,558,All
2024,1,AHMEDABAD,KOCHI,5279,5320,AHMEDABAD-KOCHI,10599,All
2024,2,AHMEDABAD,KOCHI,4953,4806,AHMEDABAD-KOCHI,9759,All
2024,3,AHMEDABAD,KOCHI,5235,4782,AHMEDABAD-KOCHI,10017,All
2024,4,AHMEDABAD,KOCHI,4984,5047,AHMEDABAD-KOCHI,10031,All
2024,6,AHMEDABAD,KOCHI,5150,5013,AHMEDABAD-KOCHI,10163,All
2024,7,AHMEDABAD,KOCHI,5090,4477,AHMEDABAD-KOCHI,9567,All
2024,8,AHMEDABAD,KOCHI,4609,4906,AHMEDABAD-KOCHI,9515,All
2024,9,AHMEDABAD,KOCHI,4784,4682,AHMEDABAD-KOCHI,9466,All
2024,10,AHMEDABAD,KOCHI,5828,5184,AHMEDABAD-KOCHI,11012,All
2024,11,AHMEDABAD,KOCHI,7008,7162,AHMEDABAD-KOCHI,14170,All
2024,12,AHMEDABAD,KOCHI,7247,6713,AHMEDABAD-KOCHI,13960,All
2025,1,AHMEDABAD,KOCHI,7820,7820,AHMEDABAD-KOCHI,15640,All
2025,2,AHMEDABAD,KOCHI,6395,6434,AHMEDABAD-KOCHI,12829,All
2025,3,AHMEDABAD,KOCHI,6332,5991,AHMEDABAD-KOCHI,12323,All
2024,10,AHMEDABAD,KOLHAPUR,97,82,AHMEDABAD-KOLHAPUR,179,All
2024,11,AHMEDABAD,KOLHAPUR,598,607,AHMEDABAD-KOLHAPUR,1205,All
2024,12,AHMEDABAD,KOLHAPUR,480,473,AHMEDABAD-KOLHAPUR,953,All
2025,1,AHMEDABAD,KOLHAPUR,789,696,AHMEDABAD-KOLHAPUR,1485,All
2025,2,AHMEDABAD,KOLHAPUR,668,612,AHMEDABAD-KOLHAPUR,1280,All
2025,3,AHMEDABAD,KOLHAPUR,775,677,AHMEDABAD-KOLHAPUR,1452,All
2024,1,AHMEDABAD,KOLKATA,15798,15237,AHMEDABAD-KOLKATA,31035,All
2024,2,AHMEDABAD,KOLKATA,13597,13516,AHMEDABAD-KOLKATA,27113,All
2024,3,AHMEDABAD,KOLKATA,14715,13608,AHMEDABAD-KOLKATA,28323,All
2024,4,AHMEDABAD,KOLKATA,15881,14141,AHMEDABAD-KOLKATA,30022,All
2024,6,AHMEDABAD,KOLKATA,14216,14021,AHMEDABAD-KOLKATA,28237,All
2024,7,AHMEDABAD,KOLKATA,13484,14928,AHMEDABAD-KOLKATA,28412,All
2024,8,AHMEDABAD,KOLKATA,13697,13608,AHMEDABAD-KOLKATA,27305,All
2024,9,AHMEDABAD,KOLKATA,14764,13656,AHMEDABAD-KOLKATA,28420,All
2024,10,AHMEDABAD,KOLKATA,17921,15261,AHMEDABAD-KOLKATA,33182,All
