Year,Month,City1,City2,PaxToCity2,PaxFromCity2,Sector,Passengers,Airline
2025,3,BENGALURU,DIBRUGARH,522,415,BENGALURU-DIBRUGARH,937,All
2024,1,BENGALURU,DURGAPUR,4618,4610,BENGALURU-DURGAPUR,9228,All
2024,2,BENGALURU,DURGAPUR,4317,4346,BENGALURU-DURGAPUR,8663,All
2024,3,BENGALURU,DURGAPUR,4936,4687,BENGALURU-DURGAPUR,9623,All
2024,4,BENGALURU,DURGAPUR,4935,4817,BENGALURU-DURGAPUR,9752,All
2024,6,BENGALURU,DURGAPUR,5311,5418,BENGALURU-DURGAPUR,10729,All
2024,7,BENGALURU,DURGAPUR,4976,5884,BENGALURU-DURGAPUR,10860,All
2024,8,BENGALURU,DURGAPUR,4629,4908,BENGALURU-DURGAPUR,9537,All
2024,9,BENGALURU,DURGAPUR,4316,3492,BENGALURU-DURGAPUR,7808,All
2024,10,BENGALURU,DURGAPUR,5384,4271,BENGALURU-DURGAPUR,9655,All
2024,11,BENGALURU,DURGAPUR,4406,4929,BENGALURU-DURGAPUR,9335,All
2024,12,BENGALURU,DURGAPUR,5018,4842,BENGALURU-DURGAPUR,9860,All
2025,1,BENGALURU,DURGAPUR,4803,4925,BENGALURU-DURGAPUR,9728,All
2025,2,BENGALURU,DURGAPUR,3251,3131,BENGALURU-DURGAPUR,6382,All
2025,3,BENGALURU,DURGAPUR,4766,4245,BENGALURU-DURGAPUR,9011,All
2024,1,BENGALURU,DehraDun,3005,2929,BENGALURU-DehraDun,5934,All
2024,2,BENGALURU,DehraDun,3086,2959,BENGALURU-DehraDun,6045,All
2024,3,BENGALURU,DehraDun,6978,6008,BENGALURU-DehraDun,12986,All
2024,4,BENGALURU,DehraDun,8985,8772,BENGALURU-DehraDun,17757,All
2024,6,BENGALURU,DehraDun,9441,10492,BENGALURU-DehraDun,19933,All
2024,7,BENGALURU,DehraDun,8279,8149,BENGALURU-DehraDun,16428,All
2024,8,BENGALURU,DehraDun,8050,7214,BENGALURU-DehraDun,15264,All
2024,9,BENGALURU,DehraDun,9351,7557,BENGALURU-DehraDun,16908,All
2024,10,BENGALURU,DehraDun,10118,8294,BENGALURU-DehraDun,18412,All
2024,11,BENGALURU,DehraDun,7923,9802,BENGALURU-DehraDun,17725,All
2024,12,BENGALURU,DehraDun,9111,9780,BENGALURU-DehraDun,18891,All
2025,1,BENGALURU,DehraDun,8231,7338,BENGALURU-DehraDun,15569,All
2025,2,BENGALURU,DehraDun,9147,8081,BENGALURU-DehraDun,17228,All
2025,3,BENGALURU,DehraDun,8747,8022,BENGALURU-DehraDun,16769,All
2024,6,BENGALURU,Deoghar ,2166,2035,BENGALURU-Deoghar ,4201,All
2024,7,BENGALURU,Deoghar ,2170,2223,BENGALURU-Deoghar ,4393,All
2024,8,BENGALURU,Deoghar ,2291,2278,BENGALURU-Deoghar ,4569,All
2024,9,BENGALURU,Deoghar ,2029,1981,BENGALURU-Deoghar ,4010,All
2024,10,BENGALURU,Deoghar ,2929,2049,BENGALURU-Deoghar ,4978,All
2024,11,BENGALURU,Deoghar ,4629,5055,BENGALURU-Deoghar ,9684,All
2024,12,BENGALURU,Deoghar ,5258,5332,BENGALURU-Deoghar ,10590,All
2025,1,BENGALURU,Deoghar ,4823,5004,BENGALURU-Deoghar ,9827,All
2025,2,BENGALURU,Deoghar ,3392,3144,BENGALURU-Deoghar ,6536,All
2025,3,BENGALURU,Deoghar ,5061,4851,BENGALURU-Deoghar ,9912,All
2024,1,BENGALURU,GORAKHPUR,201,35,BENGALURU-GORAKHPUR,236,All
2024,2,BENGALURU,GORAKHPUR,178,0,BENGALURU-GORAKHPUR,178,All
2024,3,BENGALURU,GORAKHPUR,204,15,BENGALURU-GORAKHPUR,219,All
2024,4,BENGALURU,GORAKHPUR,617,1059,BENGALURU-GORAKHPUR,1676,All
2024,6,BENGALURU,GORAKHPUR,4429,4583,BENGALURU-GORAKHPUR,9012,All
2024,7,BENGALURU,GORAKHPUR,3766,4084,BENGALURU-GORAKHPUR,7850,All
2024,8,BENGALURU,GORAKHPUR,3953,4216,BENGALURU-GORAKHPUR,8169,All
2024,9,BENGALURU,GORAKHPUR,5004,4997,BENGALURU-GORAKHPUR,10001,All
2024,10,BENGALURU,GORAKHPUR,5343,4381,BENGALURU-GORAKHPUR,9724,All
2024,11,BENGALURU,GORAKHPUR,5476,5497,BENGALURU-GORAKHPUR,10973,All
2024,12,BENGALURU,GORAKHPUR,7352,7605,BENGALURU-GORAKHPUR,14957,All
2025,1,BENGALURU,GORAKHPUR,10281,10649,BENGALURU-GORAKHPUR,20930,All
2025,2,BENGALURU,GORAKHPUR,9714,9693,BENGALURU-GORAKHPUR,19407,All
2025,3,BENGALURU,GORAKHPUR,10928,10651,BENGALURU-GORAKHPUR,21579,All
2024,1,BENGALURU,GUWAHATI,34368,32741,BENGALURU-GUWAHATI,67109,All
2024,2,BENGALURU,GUWAHATI,27528,26186,BENGALURU-GUWAHATI,53714,All
2024,3,BENGALURU,GUWAHATI,31729,25745,BENGALURU-GUWAHATI,57474,All
2024,4,BENGALURU,GUWAHATI,36787,29419,BENGALURU-GUWAHATI,66206,All
2024,6,BENGALURU,GUWAHATI,33238,34336,BENGALURU-GUWAHATI,67574,All
2024,7,BENGALURU,GUWAHATI,29570,28730,BENGALURU-GUWAHATI,58300,All
2024,8,BENGALURU,GUWAHATI,24363,21809,BENGALURU-GUWAHATI,46172,All
2024,9,BENGALURU,GUWAHATI,28768,26131,BENGALURU-GUWAHATI,54899,All
2024,10,BENGALURU,GUWAHATI,37045,30401,BENGALURU-GUWAHATI,67446,All
2024,11,BENGALURU,GUWAHATI,37103,31975,BENGALURU-GUWAHATI,69078,All
2024,12,BENGALURU,GUWAHATI,38627,34044,BENGALURU-GUWAHATI,72671,All
2025,1,BENGALURU,GUWAHATI,34174,30889,BENGALURU-GUWAHATI,65063,All
2025,2,BENGALURU,GUWAHATI,34490,30693,BENGALURU-GUWAHATI,65183,All
2025,3,BENGALURU,GUWAHATI,39010,34327,BENGALURU-GUWAHATI,73337,All
2024,1,BENGALURU,GWALIOR,993,2160,BENGALURU-GWALIOR,3153,All
2024,2,BENGALURU,GWALIOR,4340,4410,BENGALURU-GWALIOR,8750,All
2024,3,BENGALURU,GWALIOR,4598,4389,BENGALURU-GWALIOR,8987,All
2024,4,BENGALURU,GWALIOR,4735,4441,BENGALURU-GWALIOR,9176,All
2024,6,BENGALURU,GWALIOR,4274,4666,BENGALURU-GWALIOR,8940,All
2024,7,BENGALURU,GWALIOR,3018,2990,BENGALURU-GWALIOR,6008,All
2024,8,BENGALURU,GWALIOR,4372,4343,BENGALURU-GWALIOR,8715,All
2024,9,BENGALURU,GWALIOR,4239,3678,BENGALURU-GWALIOR,7917,All
2024,10,BENGALURU,GWALIOR,4713,2913,BENGALURU-GWALIOR,7626,All
2024,11,BENGALURU,GWALIOR,2396,3094,BENGALURU-GWALIOR,5490,All
2024,12,BENGALURU,GWALIOR,4022,4774,BENGALURU-GWALIOR,8796,All
2025,1,BENGALURU,GWALIOR,2363,2573,BENGALURU-GWALIOR,4936,All
2025,2,BENGALURU,GWALIOR,4628,4197,BENGALURU-GWALIOR,8825,All
2025,3,BENGALURU,GWALIOR,4196,3792,BENGALURU-GWALIOR,7988,All
2024,1,BENGALURU,Goa,26963,30530,BENGALURU-Goa,57493,All
2024,2,BENGALURU,Goa,25351,25041,BENGALURU-Goa,50392,All
2024,3,BENGALURU,Goa,26169,25109,BENGALURU-Goa,51278,All
2024,4,BENGALURU,Goa,29589,29757,BENGALURU-Goa,59346,All
2024,6,BENGALURU,Goa,29978,30183,BENGALURU-Goa,60161,All
2024,7,BENGALURU,Goa,26153,25796,BENGALURU-Goa,51949,All
2024,8,BENGALURU,Goa,26956,25472,BENGALURU-Goa,52428,All
2024,9,BENGALURU,Goa,21842,21188,BENGALURU-Goa,43030,All
2024,10,BENGALURU,Goa,23600,22547,BENGALURU-Goa,46147,All
2024,11,BENGALURU,Goa,17712,18198,BENGALURU-Goa,35910,All
2024,12,BENGALURU,Goa,12904,12192,BENGALURU-Goa,25096,All
2025,1,BENGALURU,Goa,15423,15618,BENGALURU-Goa,31041,All
2025,2,BENGALURU,Goa,13071,13443,BENGALURU-Goa,26514,All
2025,3,BENGALURU,Goa,15938,16816,BENGALURU-Goa,32754,All
2025,3,BENGALURU,HINDON AIRPORT,7177,7351,BENGALURU-HINDON AIRPORT,14528,All
2024,1,BENGALURU,HUBLI,3943,4248,BENGALURU-HUBLI,8191,All
2024,2,BENGALURU,HUBLI,3791,3875,BENGALURU-HUBLI,7666,All
2024,3,BENGALURU,HUBLI,3803,3895,BENGALURU-HUBLI,7698,All
2024,4,BENGALURU,HUBLI,3891,4032,BENGALURU-HUBLI,7923,All
2024,6,BENGALURU,HUBLI,3868,4037,BENGALURU-HUBLI,7905,All
2024,7,BENGALURU,HUBLI,3723,3894,BENGALURU-HUBLI,7617,All
2024,8,BENGALURU,HUBLI,3866,3784,BENGALURU-HUBLI,7650,All
2024,9,BENGALURU,HUBLI,3843,3513,BENGALURU-HUBLI,7356,All
2024,10,BENGALURU,HUBLI,3999,3842,BENGALURU-HUBLI,7841,All
2024,11,BENGALURU,HUBLI,4032,4135,BENGALURU-HUBLI,8167,All
2024,12,BENGALURU,HUBLI,4215,4130,BENGALURU-HUBLI,8345,All
2025,1,BENGALURU,HUBLI,3906,4101,BENGALURU-HUBLI,8007,All
2025,2,BENGALURU,HUBLI,3165,3271,BENGALURU-HUBLI,6436,All
2025,3,BENGALURU,HUBLI,3906,3978,BENGALURU-HUBLI,7884,All
2024,1,BENGALURU,HYDERABAD,88636,92409,BENGALURU-HYDERABAD,181045,All
2024,2,BENGALURU,HYDERABAD,89404,90781,BENGALURU-HYDERABAD,180185,All
2024,3,BENGALURU,HYDERABAD,92431,90281,BENGALURU-HYDERABAD,182712,All
2024,4,BENGALURU,HYDERABAD,100190,97164,BENGALURU-HYDERABAD,197354,All
2024,6,BENGALURU,HYDERABAD,92263,87964,BENGALURU-HYDERABAD,180227,All
2024,7,BENGALURU,HYDERABAD,91988,91704,BENGALURU-HYDERABAD,183692,All
2024,8,BENGALURU,HYDERABAD,97638,97547,BENGALURU-HYDERABAD,195185,All
2024,9,BENGALURU,HYDERABAD,93420,91911,BENGALURU-HYDERABAD,185331,All
2024,10,BENGALURU,HYDERABAD,96543,89388,BENGALURU-HYDERABAD,185931,All
2024,11,BENGALURU,HYDERABAD,91887,93016,BENGALURU-HYDERABAD,184903,All
2024,12,BENGALURU,HYDERABAD,103815,101828,BENGALURU-HYDERABAD,205643,All
2025,1,BENGALURU,HYDERABAD,96188,98008,BENGALURU-HYDERABAD,194196,All
2025,2,BENGALURU,HYDERABAD,93484,91552,BENGALURU-HYDERABAD,185036,All
2025,3,BENGALURU,HYDERABAD,104936,101042,BENGALURU-HYDERABAD,205978,All
2024,1,BENGALURU,IMPHAL,778,1497,BENGALURU-IMPHAL,2275,All
2024,2,BENGALURU,IMPHAL,925,1022,BENGALURU-IMPHAL,1947,All
2024,3,BENGALURU,IMPHAL,1215,836,BENGALURU-IMPHAL,2051,All
2024,4,BENGALURU,IMPHAL,943,567,BENGALURU-IMPHAL,1510,All
2024,6,BENGALURU,IMPHAL,1171,759,BENGALURU-IMPHAL,1930,All
2024,7,BENGALURU,IMPHAL,753,584,BENGALURU-IMPHAL,1337,All
2024,8,BENGALURU,IMPHAL,713,423,BENGALURU-IMPHAL,1136,All
2024,9,BENGALURU,IMPHAL,599,213,BENGALURU-IMPHAL,812,All
2024,10,BENGALURU,IMPHAL,1112,425,BENGALURU-IMPHAL,1537,All
2024,11,BENGALURU,IMPHAL,491,545,BENGALURU-IMPHAL,1036,All
2024,12,BENGALURU,IMPHAL,665,546,BENGALURU-IMPHAL,1211,All
2025,3,BENGALURU,IMPHAL,849,704,BENGALURU-IMPHAL,1553,All
2024,1,BENGALURU,INDORE,13722,14566,BENGALURU-INDORE,28288,All
2024,2,BENGALURU,INDORE,13147,13733,BENGALURU-INDORE,26880,All
2024,3,BENGALURU,INDORE,14442,15197,BENGALURU-INDORE,29639,All
2024,4,BENGALURU,INDORE,14224,13636,BENGALURU-INDORE,27860,All
2024,6,BENGALURU,INDORE,14063,14067,BENGALURU-INDORE,28130,All
2024,7,BENGALURU,INDORE,13064,13324,BENGALURU-INDORE,26388,All
2024,8,BENGALURU,INDORE,14326,14439,BENGALURU-INDORE,28765,All
2024,9,BENGALURU,INDORE,16133,16249,BENGALURU-INDORE,32382,All
2024,10,BENGALURU,INDORE,18351,14167,BENGALURU-INDORE,32518,All
2024,11,BENGALURU,INDORE,16359,18633,BENGALURU-INDORE,34992,All
2024,12,BENGALURU,INDORE,16853,17141,BENGALURU-INDORE,33994,All
2025,1,BENGALURU,INDORE,17797,18005,BENGALURU-INDORE,35802,All
2025,2,BENGALURU,INDORE,19200,18579,BENGALURU-INDORE,37779,All
2025,3,BENGALURU,INDORE,19873,19913,BENGALURU-INDORE,39786,All
2024,9,BENGALURU,JABALPUR,2881,2898,BENGALURU-JABALPUR,5779,All
2024,10,BENGALURU,JABALPUR,2801,2360,BENGALURU-JABALPUR,5161,All
2024,11,BENGALURU,JABALPUR,2636,2917,BENGALURU-JABALPUR,5553,All
2024,12,BENGALURU,JABALPUR,2809,2987,BENGALURU-JABALPUR,5796,All
2025,1,BENGALURU,JABALPUR,3237,3145,BENGALURU-JABALPUR,6382,All
2025,2,BENGALURU,JABALPUR,2614,2533,BENGALURU-JABALPUR,5147,All
2025,3,BENGALURU,JABALPUR,2916,2961,BENGALURU-JABALPUR,5877,All
2024,1,BENGALURU,JAIPUR,30206,29274,BENGALURU-JAIPUR,59480,All
2024,2,BENGALURU,JAIPUR,26747,25257,BENGALURU-JAIPUR,52004,All
2024,3,BENGALURU,JAIPUR,26450,24138,BENGALURU-JAIPUR,50588,All
2024,4,BENGALURU,JAIPUR,30387,27232,BENGALURU-JAIPUR,57619,All
2024,6,BENGALURU,JAIPUR,28408,28143,BENGALURU-JAIPUR,56551,All
2024,7,BENGALURU,JAIPUR,27985,27233,BENGALURU-JAIPUR,55218,All
2024,8,BENGALURU,JAIPUR,30173,28931,BENGALURU-JAIPUR,59104,All
2024,9,BENGALURU,JAIPUR,29523,27616,BENGALURU-JAIPUR,57139,All
2024,10,BENGALURU,JAIPUR,38989,29130,BENGALURU-JAIPUR,68119,All
2024,11,BENGALURU,JAIPUR,31654,33048,BENGALURU-JAIPUR,64702,All
2024,12,BENGALURU,JAIPUR,34917,36012,BENGALURU-JAIPUR,70929,All
2025,1,BENGALURU,JAIPUR,36579,35859,BENGALURU-JAIPUR,72438,All
2025,2,BENGALURU,JAIPUR,30378,30075,BENGALURU-JAIPUR,60453,All
2025,3,BENGALURU,JAIPUR,29929,29370,BENGALURU-JAIPUR,59299,All
2024,1,BENGALURU,JAMMU,768,871,BENGALURU-JAMMU,1639,All
2024,2,BENGALURU,JAMMU,961,590,BENGALURU-JAMMU,1551,All
2024,3,BENGALURU,JAMMU,1502,1187,BENGALURU-JAMMU,2689,All
2024,4,BENGALURU,JAMMU,873,1125,BENGALURU-JAMMU,1998,All
2024,6,BENGALURU,JAMMU,627,1076,BENGALURU-JAMMU,1703,All
2024,7,BENGALURU,JAMMU,601,738,BENGALURU-JAMMU,1339,All
2024,8,BENGALURU,JAMMU,685,601,BENGALURU-JAMMU,1286,All
2024,9,BENGALURU,JAMMU,1012,890,BENGALURU-JAMMU,1902,All
2024,10,BENGALURU,JAMMU,1390,1087,BENGALURU-JAMMU,2477,All
2024,11,BENGALURU,JAMMU,1864,1996,BENGALURU-JAMMU,3860,All
2024,12,BENGALURU,JAMMU,3623,3744,BENGALURU-JAMMU,7367,All
2025,1,BENGALURU,JAMMU,2404,2236,BENGALURU-JAMMU,4640,All
2025,2,BENGALURU,JAMMU,1525,1537,BENGALURU-JAMMU,3062,All
2025,3,BENGALURU,JAMMU,2196,2143,BENGALURU-JAMMU,4339,All
2024,1,BENGALURU,JAMNAGAR,1196,1135,BENGALURU-JAMNAGAR,2331,All
2024,2,BENGALURU,JAMNAGAR,1395,1280,BENGALURU-JAMNAGAR,2675,All
2024,3,BENGALURU,JAMNAGAR,1035,1066,BENGALURU-JAMNAGAR,2101,All
2024,4,BENGALURU,JAMNAGAR,1332,1212,BENGALURU-JAMNAGAR,2544,All
2024,6,BENGALURU,JAMNAGAR,1335,1239,BENGALURU-JAMNAGAR,2574,All
2024,7,BENGALURU,JAMNAGAR,1259,1235,BENGALURU-JAMNAGAR,2494,All
2024,8,BENGALURU,JAMNAGAR,1310,1217,BENGALURU-JAMNAGAR,2527,All
2024,9,BENGALURU,JAMNAGAR,1251,990,BENGALURU-JAMNAGAR,2241,All
2024,10,BENGALURU,JAMNAGAR,1407,1394,BENGALURU-JAMNAGAR,2801,All
2024,11,BENGALURU,JAMNAGAR,558,553,BENGALURU-JAMNAGAR,1111,All
2024,1,BENGALURU,JHARSUGUDA,4745,4868,BENGALURU-JHARSUGUDA,9613,All
2024,2,BENGALURU,JHARSUGUDA,4498,4472,BENGALURU-JHARSUGUDA,8970,All
2024,3,BENGALURU,JHARSUGUDA,4889,4643,BENGALURU-JHARSUGUDA,9532,All
2024,4,BENGALURU,JHARSUGUDA,5043,4318,BENGALURU-JHARSUGUDA,9361,All
2024,6,BENGALURU,JHARSUGUDA,4963,4962,BENGALURU-JHARSUGUDA,9925,All
2024,7,BENGALURU,JHARSUGUDA,4353,4977,BENGALURU-JHARSUGUDA,9330,All
2024,8,BENGALURU,JHARSUGUDA,4353,4742,BENGALURU-JHARSUGUDA,9095,All
2024,9,BENGALURU,JHARSUGUDA,4543,4448,BENGALURU-JHARSUGUDA,8991,All
2024,10,BENGALURU,JHARSUGUDA,5321,4520,BENGALURU-JHARSUGUDA,9841,All
2024,11,BENGALURU,JHARSUGUDA,4864,5177,BENGALURU-JHARSUGUDA,10041,All
2024,12,BENGALURU,JHARSUGUDA,4905,5064,BENGALURU-JHARSUGUDA,9969,All
2025,1,BENGALURU,JHARSUGUDA,5131,4995,BENGALURU-JHARSUGUDA,10126,All
2025,2,BENGALURU,JHARSUGUDA,3173,3183,BENGALURU-JHARSUGUDA,6356,All
2025,3,BENGALURU,JHARSUGUDA,4933,4748,BENGALURU-JHARSUGUDA,9681,All
2024,1,BENGALURU,JODHPUR,5319,5292,BENGALURU-JODHPUR,10611,All
2024,2,BENGALURU,JODHPUR,5092,4968,BENGALURU-JODHPUR,10060,All
2024,3,BENGALURU,JODHPUR,4952,4887,BENGALURU-JODHPUR,9839,All
2024,4,BENGALURU,JODHPUR,5222,4682,BENGALURU-JODHPUR,9904,All
2024,6,BENGALURU,JODHPUR,5042,4798,BENGALURU-JODHPUR,9840,All
2024,7,BENGALURU,JODHPUR,4630,4398,BENGALURU-JODHPUR,9028,All
2024,8,BENGALURU,JODHPUR,5505,4841,BENGALURU-JODHPUR,10346,All
2024,9,BENGALURU,JODHPUR,5202,5018,BENGALURU-JODHPUR,10220,All
2024,10,BENGALURU,JODHPUR,5503,4613,BENGALURU-JODHPUR,10116,All
2024,11,BENGALURU,JODHPUR,5232,5190,BENGALURU-JODHPUR,10422,All
2024,12,BENGALURU,JODHPUR,5984,5997,BENGALURU-JODHPUR,11981,All
2025,1,BENGALURU,JODHPUR,5426,5402,BENGALURU-JODHPUR,10828,All
2025,2,BENGALURU,JODHPUR,5575,5384,BENGALURU-JODHPUR,10959,All
2025,3,BENGALURU,JODHPUR,5581,5264,BENGALURU-JODHPUR,10845,All
2024,1,BENGALURU,KALABURAGI,2004,2110,BENGALURU-KALABURAGI,4114,All
2024,2,BENGALURU,KALABURAGI,1779,1674,BENGALURU-KALABURAGI,3453,All
2024,3,BENGALURU,KALABURAGI,1707,1602,BENGALURU-KALABURAGI,3309,All
2024,4,BENGALURU,KALABURAGI,895,897,BENGALURU-KALABURAGI,1792,All
2024,6,BENGALURU,KALABURAGI,1594,1603,BENGALURU-KALABURAGI,3197,All
2024,7,BENGALURU,KALABURAGI,1836,1970,BENGALURU-KALABURAGI,3806,All
2024,8,BENGALURU,KALABURAGI,1886,1954,BENGALURU-KALABURAGI,3840,All
2024,9,BENGALURU,KALABURAGI,1515,1402,BENGALURU-KALABURAGI,2917,All
2024,10,BENGALURU,KALABURAGI,1286,1113,BENGALURU-KALABURAGI,2399,All
2024,11,BENGALURU,KALABURAGI,479,476,BENGALURU-KALABURAGI,955,All
2024,12,BENGALURU,KALABURAGI,783,821,BENGALURU-KALABURAGI,1604,All
2025,1,BENGALURU,KALABURAGI,632,812,BENGALURU-KALABURAGI,1444,All
2025,2,BENGALURU,KALABURAGI,621,615,BENGALURU-KALABURAGI,1236,All
2025,3,BENGALURU,KALABURAGI,721,721,BENGALURU-KALABURAGI,1442,All
2024,1,BENGALURU,KANNUR,7763,7959,BENGALURU-KANNUR,15722,All
2024,2,BENGALURU,KANNUR,7562,7385,BENGALURU-KANNUR,14947,All
2024,3,BENGALURU,KANNUR,6732,6293,BENGALURU-KANNUR,13025,All
2024,4,BENGALURU,KANNUR,7172,6945,BENGALURU-KANNUR,14117,All
2024,6,BENGALURU,KANNUR,3718,3627,BENGALURU-KANNUR,7345,All
2024,7,BENGALURU,KANNUR,4256,3579,BENGALURU-KANNUR,7835,All
2024,8,BENGALURU,KANNUR,4116,3868,BENGALURU-KANNUR,7984,All
2024,9,BENGALURU,KANNUR,3837,3682,BENGALURU-KANNUR,7519,All
2024,10,BENGALURU,KANNUR,3364,3132,BENGALURU-KANNUR,6496,All
2024,11,BENGALURU,KANNUR,3228,3510,BENGALURU-KANNUR,6738,All
2024,12,BENGALURU,KANNUR,4245,3688,BENGALURU-KANNUR,7933,All
2025,1,BENGALURU,KANNUR,3978,4325,BENGALURU-KANNUR,8303,All
2025,2,BENGALURU,KANNUR,3096,2999,BENGALURU-KANNUR,6095,All
2025,3,BENGALURU,KANNUR,3765,3462,BENGALURU-KANNUR,7227,All
2024,1,BENGALURU,KANPUR,318,349,BENGALURU-KANPUR,667,All
2024,3,BENGALURU,KANPUR,843,680,BENGALURU-KANPUR,1523,All
2024,4,BENGALURU,KANPUR,2233,2088,BENGALURU-KANPUR,4321,All
2024,6,BENGALURU,KANPUR,2235,2196,BENGALURU-KANPUR,4431,All
2024,7,BENGALURU,KANPUR,2207,2199,BENGALURU-KANPUR,4406,All
2024,8,BENGALURU,KANPUR,2257,2324,BENGALURU-KANPUR,4581,All
2024,9,BENGALURU,KANPUR,2042,1880,BENGALURU-KANPUR,3922,All
2024,10,BENGALURU,KANPUR,2294,1733,BENGALURU-KANPUR,4027,All
2024,11,BENGALURU,KANPUR,2175,2219,BENGALURU-KANPUR,4394,All
2024,12,BENGALURU,KANPUR,2093,2215,BENGALURU-KANPUR,4308,All
2025,1,BENGALURU,KANPUR,2173,2225,BENGALURU-KANPUR,4398,All
2025,2,BENGALURU,KANPUR,2096,2071,BENGALURU-KANPUR,4167,All
2025,3,BENGALURU,KANPUR,2452,2257,BENGALURU-KANPUR,4709,All
2024,1,BENGALURU,KOCHI,57592,60406,BENGALURU-KOCHI,117998,All
2024,2,BENGALURU,KOCHI,50902,51689,BENGALURU-KOCHI,102591,All
2024,3,BENGALURU,KOCHI,58474,55998,BENGALURU-KOCHI,114472,All
2024,4,BENGALURU,KOCHI,71560,70860,BENGALURU-KOCHI,142420,All
2024,6,BENGALURU,KOCHI,57206,59350,BENGALURU-KOCHI,116556,All
2024,7,BENGALURU,KOCHI,59458,57164,BENGALURU-KOCHI,116622,All
2024,8,BENGALURU,KOCHI,63838,66344,BENGALURU-KOCHI,130182,All
2024,9,BENGALURU,KOCHI,70799,71511,BENGALURU-KOCHI,142310,All
2024,10,BENGALURU,KOCHI,68599,68574,BENGALURU-KOCHI,137173,All
2024,11,BENGALURU,KOCHI,62678,71060,BENGALURU-KOCHI,133738,All
2024,12,BENGALURU,KOCHI,62750,59598,BENGALURU-KOCHI,122348,All
2025,1,BENGALURU,KOCHI,57117,59807,BENGALURU-KOCHI,116924,All
2025,2,BENGALURU,KOCHI,42447,44251,BENGALURU-KOCHI,86698,All
2025,3,BENGALURU,KOCHI,55764,58113,BENGALURU-KOCHI,113877,All
2024,1,BENGALURU,KOLHAPUR,2944,3093,BENGALURU-KOLHAPUR,6037,All
2024,2,BENGALURU,KOLHAPUR,2882,2850,BENGALURU-KOLHAPUR,5732,All
2024,3,BENGALURU,KOLHAPUR,3184,2888,BENGALURU-KOLHAPUR,6072,All
2024,4,BENGALURU,KOLHAPUR,2910,2628,BENGALURU-KOLHAPUR,5538,All
2024,6,BENGALURU,KOLHAPUR,2481,2441,BENGALURU-KOLHAPUR,4922,All
2024,7,BENGALURU,KOLHAPUR,2016,2084,BENGALURU-KOLHAPUR,4100,All
2024,8,BENGALURU,KOLHAPUR,2031,1929,BENGALURU-KOLHAPUR,3960,All
2024,9,BENGALURU,KOLHAPUR,1985,1901,BENGALURU-KOLHAPUR,3886,All
2024,10,BENGALURU,KOLHAPUR,2127,2012,BENGALURU-KOLHAPUR,4139,All
2024,11,BENGALURU,KOLHAPUR,2113,2222,BENGALURU-KOLHAPUR,4335,All
2024,12,BENGALURU,KOLHAPUR,2253,2276,BENGALURU-KOLHAPUR,4529,All
2025,1,BENGALURU,KOLHAPUR,2082,2203,BENGALURU-KOLHAPUR,4285,All
2025,2,BENGALURU,KOLHAPUR,2022,2029,BENGALURU-KOLHAPUR,4051,All
2025,3,BENGALURU,KOLHAPUR,2292,1941,BENGALURU-KOLHAPUR,4233,All
2024,1,BENGALURU,KOLKATA,97699,94467,BENGALURU-KOLKATA,192166,All
2024,2,BENGALURU,KOLKATA,86009,81968,BENGALURU-KOLKATA,167977,All
2024,3,BENGALURU,KOLKATA,103143,89254,BENGALURU-KOLKATA,192397,All
2024,4,BENGALURU,KOLKATA,103477,89286,BENGALURU-KOLKATA,192763,All
2024,6,BENGALURU,KOLKATA,95922,92626,BENGALURU-KOLKATA,188548,All
2024,7,BENGALURU,KOLKATA,90629,97230,BENGALURU-KOLKATA,187859,All
2024,8,BENGALURU,KOLKATA,89605,93598,BENGALURU-KOLKATA,183203,All
2024,9,BENGALURU,KOLKATA,100303,91148,BENGALURU-KOLKATA,191451,All
2024,10,BENGALURU,KOLKATA,122296,98086,BENGALURU-KOLKATA,220382,All
2024,11,BENGALURU,KOLKATA,108705,111734,BENGALURU-KOLKATA,220439,All
2024,12,BENGALURU,KOLKATA,106293,104541,BENGALURU-KOLKATA,210834,All
2025,1,BENGALURU,KOLKATA,99123,97630,BENGALURU-KOLKATA,196753,All
2025,2,BENGALURU,KOLKATA,80547,76476,BENGALURU-KOLKATA,157023,All
2025,3,BENGALURU,KOLKATA,98985,90965,BENGALURU-KOLKATA,189950,All
2024,1,BENGALURU,KOZHIKODE,7673,9564,BENGALURU-KOZHIKODE,17237,All
2024,2,BENGALURU,KOZHIKODE,8780,9680,BENGALURU-KOZHIKODE,18460,All
2024,3,BENGALURU,KOZHIKODE,8536,9347,BENGALURU-KOZHIKODE,17883,All
2024,4,BENGALURU,KOZHIKODE,8845,9014,BENGALURU-KOZHIKODE,17859,All
2024,6,BENGALURU,KOZHIKODE,9086,10030,BENGALURU-KOZHIKODE,19116,All
2024,7,BENGALURU,KOZHIKODE,10486,10321,BENGALURU-KOZHIKODE,20807,All
2024,8,BENGALURU,KOZHIKODE,9928,9964,BENGALURU-KOZHIKODE,19892,All
2024,9,BENGALURU,KOZHIKODE,10385,10636,BENGALURU-KOZHIKODE,21021,All
2024,10,BENGALURU,KOZHIKODE,9383,9307,BENGALURU-KOZHIKODE,18690,All
2024,11,BENGALURU,KOZHIKODE,7838,8981,BENGALURU-KOZHIKODE,16819,All
